age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
33,management,single,tertiary,True,224,True,True,cellular,23,,409,2,92,4,success,True
65,retired,married,primary,True,1760,True,True,cellular,18,,855,4,-1,0,unknown,True
59,admin.,married,secondary,True,3735,True,True,cellular,17,,243,3,91,6,success,True
30,housemaid,single,tertiary,True,19,True,True,cellular,4,,139,1,92,5,success,True
28,blue-collar,married,secondary,True,61,True,True,cellular,4,,226,2,319,1,success,True
29,technician,married,secondary,True,95,True,True,cellular,3,,172,3,-1,0,unknown,True
31,self-employed,married,tertiary,True,5,True,True,cellular,21,,635,1,135,2,failure,True
31,management,single,secondary,True,360,True,True,cellular,18,,309,1,-1,0,unknown,True
49,blue-collar,married,secondary,True,1730,True,True,cellular,4,,605,2,92,4,success,True
43,unemployed,married,tertiary,True,0,True,True,cellular,16,,745,1,281,1,failure,True
40,unemployed,single,tertiary,True,7968,True,True,cellular,2,,263,2,180,2,success,True
39,unemployed,married,primary,True,7005,True,True,cellular,28,,429,2,184,3,success,True
71,technician,married,secondary,True,3020,True,True,telephone,30,,304,1,270,3,failure,True
38,self-employed,single,tertiary,True,605,True,True,telephone,18,,1603,10,-1,0,unknown,True
30,management,single,tertiary,True,376,True,True,cellular,21,,710,1,-1,0,unknown,True
45,unemployed,married,secondary,True,891,True,True,unknown,7,,118,1,-1,0,unknown,True
67,retired,divorced,secondary,True,704,True,True,cellular,6,,613,1,87,3,success,True
58,admin.,married,secondary,True,4348,True,True,cellular,23,,790,4,141,1,other,True
45,admin.,divorced,secondary,True,2353,True,True,cellular,5,,182,1,107,2,other,True
34,management,married,tertiary,True,8000,True,True,cellular,12,,291,1,260,2,failure,True
27,technician,single,tertiary,True,2781,True,True,cellular,24,,168,1,389,1,failure,True
51,blue-collar,married,primary,True,541,True,True,cellular,11,,663,3,-1,0,unknown,True
38,management,married,unknown,True,3576,True,True,cellular,26,,579,1,-1,0,unknown,True
28,management,single,tertiary,True,2725,True,True,cellular,16,,292,1,504,1,failure,True
25,student,single,secondary,True,2354,True,True,cellular,5,,226,7,-1,0,unknown,True
37,services,married,secondary,True,775,True,True,cellular,14,,150,2,-1,0,unknown,True
38,blue-collar,married,secondary,True,622,True,True,unknown,21,,611,2,-1,0,unknown,True
37,technician,single,secondary,True,4,True,True,cellular,11,,933,1,-1,0,unknown,True
34,management,single,tertiary,True,5,True,True,cellular,18,,370,2,-1,0,unknown,True
37,technician,single,tertiary,True,3943,True,True,cellular,6,,1138,2,138,1,failure,True
76,retired,divorced,primary,True,802,True,True,cellular,9,,241,1,181,5,success,True
48,management,married,tertiary,True,2351,True,True,cellular,15,,150,1,105,3,success,True
49,technician,divorced,tertiary,True,1807,True,True,cellular,12,,229,1,-1,0,unknown,True
62,housemaid,married,secondary,True,2,True,True,cellular,3,,322,1,-1,0,unknown,True
33,services,single,unknown,True,2297,True,True,cellular,27,,527,1,-1,0,unknown,True
19,student,single,unknown,True,779,True,True,cellular,1,,184,4,-1,0,unknown,True
25,student,single,secondary,True,108,True,True,cellular,29,,305,3,-1,0,unknown,True
31,services,divorced,primary,True,459,True,True,cellular,7,,623,1,293,1,success,True
38,technician,single,tertiary,True,110,True,True,unknown,17,,1051,3,-1,0,unknown,True
31,technician,single,tertiary,True,13711,True,True,cellular,20,,1532,3,-1,0,unknown,True
24,student,single,tertiary,True,3415,True,True,cellular,27,,97,1,-1,0,unknown,True
24,self-employed,single,tertiary,True,2376,True,True,cellular,27,,122,1,-1,0,unknown,True
26,technician,single,secondary,True,181,True,True,cellular,20,,158,2,-1,0,unknown,True
73,retired,married,tertiary,True,448,True,True,cellular,24,,136,1,-1,0,unknown,True
29,entrepreneur,married,secondary,True,714,True,True,cellular,13,,482,2,-1,0,unknown,True
49,admin.,married,secondary,True,3608,True,True,cellular,30,,252,1,168,1,success,True
42,management,married,primary,True,5310,True,True,cellular,25,,968,2,97,4,success,True
68,retired,single,tertiary,True,2144,True,True,cellular,26,,708,1,96,3,success,True
60,management,married,tertiary,True,2281,True,True,cellular,5,,230,2,-1,0,unknown,True
53,management,divorced,tertiary,True,2679,True,True,cellular,20,,295,3,-1,0,unknown,True
62,retired,married,secondary,True,1495,True,True,cellular,2,,265,1,-1,0,unknown,True
33,management,single,tertiary,True,1304,True,True,cellular,18,,536,2,-1,0,unknown,True
36,housemaid,married,primary,True,78,True,True,telephone,30,,2692,9,-1,0,unknown,True
46,services,married,primary,True,437,True,True,cellular,13,,546,3,-1,0,unknown,True
37,housemaid,married,secondary,True,7433,True,True,cellular,5,,630,3,-1,0,unknown,True
53,blue-collar,married,secondary,True,6112,True,True,cellular,3,,211,1,-1,0,unknown,True
34,admin.,married,secondary,True,155,True,True,cellular,5,,696,2,-1,0,unknown,True
24,blue-collar,single,secondary,True,9883,True,True,cellular,8,,210,5,-1,0,unknown,True
36,management,married,tertiary,True,495,True,True,cellular,11,,91,1,37,5,success,True
34,technician,married,secondary,True,294,True,True,cellular,9,,265,1,184,3,success,True
48,blue-collar,single,primary,True,8990,True,True,telephone,2,,1790,2,-1,0,unknown,True
43,self-employed,single,unknown,True,3173,True,True,unknown,15,,746,1,-1,0,unknown,True
32,technician,divorced,tertiary,True,53,True,True,cellular,22,,671,2,-1,0,unknown,True
46,blue-collar,married,secondary,True,640,True,True,cellular,12,,215,1,182,4,success,True
32,blue-collar,single,secondary,True,217,True,True,cellular,15,,692,3,-1,0,unknown,True
45,blue-collar,married,primary,True,804,True,True,unknown,16,,528,1,-1,0,unknown,True
29,unemployed,single,primary,True,1374,True,True,cellular,17,,309,3,208,4,success,True
25,management,single,tertiary,True,3,True,True,cellular,16,,1034,1,-1,0,unknown,True
20,student,single,secondary,True,502,True,True,cellular,30,,261,1,-1,0,unknown,True
45,blue-collar,married,secondary,True,61,True,True,unknown,26,,745,4,-1,0,unknown,True
42,admin.,divorced,secondary,True,153,True,True,unknown,16,,844,1,-1,0,unknown,True
29,blue-collar,married,secondary,True,8,True,True,cellular,10,,627,1,-1,0,unknown,True
23,self-employed,single,tertiary,True,780,True,True,cellular,16,,393,1,183,3,success,True
37,management,married,tertiary,True,630,True,True,cellular,30,,315,1,87,1,success,True
35,management,married,tertiary,True,2161,True,True,cellular,9,,569,3,-1,0,unknown,True
61,retired,married,tertiary,True,32685,True,True,cellular,2,,1447,2,-1,0,unknown,True
31,management,single,tertiary,True,3384,True,True,cellular,16,,153,1,104,2,success,True
41,management,married,primary,True,5310,True,True,cellular,17,,984,1,-1,0,unknown,True
34,blue-collar,divorced,secondary,True,383,True,True,unknown,13,,2231,1,-1,0,unknown,True
32,services,single,secondary,True,772,True,True,unknown,15,,697,3,-1,0,unknown,True
32,technician,married,tertiary,True,2976,True,True,cellular,5,,783,1,175,5,failure,True
34,technician,single,secondary,True,2729,True,True,cellular,18,,835,1,-1,0,unknown,True
35,blue-collar,married,unknown,True,520,True,True,cellular,17,,476,1,-1,0,unknown,True
44,admin.,married,secondary,True,205,True,True,cellular,3,,289,1,-1,0,unknown,True
32,services,single,unknown,True,2378,True,True,cellular,17,,1132,2,-1,0,unknown,True
34,admin.,married,secondary,True,48,True,True,cellular,7,,1806,2,287,3,other,True
50,entrepreneur,married,primary,True,461,True,True,unknown,15,,651,32,-1,0,unknown,True
32,technician,single,secondary,True,116,True,True,cellular,20,,718,2,-1,0,unknown,True
23,blue-collar,married,secondary,True,272,True,True,cellular,14,,100,2,-1,0,unknown,True
32,blue-collar,single,secondary,True,799,True,True,cellular,23,,2078,6,-1,0,unknown,True
60,housemaid,married,secondary,True,0,True,True,telephone,3,,676,2,181,5,failure,True
44,admin.,single,secondary,True,1534,True,True,cellular,10,,95,1,95,3,success,True
30,admin.,married,secondary,True,4457,True,True,cellular,21,,566,4,-1,0,unknown,True
37,technician,married,unknown,True,189,True,True,cellular,16,,162,2,-1,0,unknown,True
35,technician,single,tertiary,True,1880,True,True,cellular,20,,154,1,-1,0,unknown,True
36,services,divorced,secondary,True,0,True,True,cellular,15,,687,7,-1,0,unknown,True
39,management,married,secondary,True,11835,True,True,cellular,11,,744,2,-1,0,unknown,True
25,technician,married,tertiary,True,839,True,True,cellular,18,,700,3,-1,0,unknown,True
33,management,single,tertiary,True,952,True,True,cellular,29,,1241,5,-1,0,unknown,True
28,blue-collar,single,secondary,True,-197,True,True,unknown,9,,2016,2,-1,0,unknown,True
31,self-employed,single,tertiary,True,1657,True,True,cellular,28,,872,1,-1,0,unknown,True
56,retired,married,primary,True,1947,True,True,cellular,2,,225,2,123,5,failure,True
41,entrepreneur,married,secondary,True,30,True,True,cellular,30,,460,1,-1,0,unknown,True
68,retired,divorced,primary,True,2027,True,True,cellular,14,,404,2,91,4,success,True
61,admin.,married,tertiary,True,1332,True,True,cellular,12,,156,1,-1,0,unknown,True
37,management,single,tertiary,True,72,True,True,cellular,20,,885,5,150,7,failure,True
28,student,single,secondary,True,153,True,True,cellular,23,,1124,2,-1,0,unknown,True
46,admin.,married,secondary,True,70,True,True,cellular,27,,229,2,-1,0,unknown,True
53,services,divorced,secondary,True,36,True,True,unknown,2,,25,1,417,1,success,True
32,services,single,secondary,True,-198,True,True,unknown,21,,681,3,-1,0,unknown,True
33,admin.,single,secondary,True,5,True,True,cellular,15,,934,2,368,2,failure,True
57,housemaid,married,tertiary,True,2326,True,True,cellular,17,,378,1,-1,0,unknown,True
41,technician,married,tertiary,True,67,True,True,cellular,19,,814,1,-1,0,unknown,True
24,technician,single,secondary,True,598,True,True,cellular,12,,762,1,182,2,success,True
45,student,single,unknown,True,1527,True,True,cellular,8,,132,1,-1,0,unknown,True
49,management,married,secondary,True,1623,True,True,cellular,19,,1081,2,-1,0,unknown,True
30,blue-collar,single,primary,True,253,True,True,cellular,5,,259,1,-1,0,unknown,True
26,services,single,secondary,True,1445,True,True,telephone,23,,171,1,-1,0,unknown,True
57,management,married,tertiary,True,256,True,True,cellular,5,,304,2,91,1,success,True
39,blue-collar,married,unknown,True,1181,True,True,cellular,30,,650,2,-1,0,unknown,True
40,technician,single,tertiary,True,1646,True,True,cellular,4,,392,2,91,3,success,True
52,retired,divorced,tertiary,True,-309,True,True,unknown,19,,500,2,-1,0,unknown,True
35,technician,single,tertiary,True,670,True,True,cellular,13,,278,4,182,2,success,True
46,admin.,divorced,secondary,True,2196,True,True,cellular,28,,573,5,-1,0,unknown,True
49,services,divorced,secondary,True,947,True,True,unknown,20,,808,2,-1,0,unknown,True
22,student,single,secondary,True,71,True,True,cellular,13,,337,1,181,2,success,True
36,technician,married,tertiary,True,521,True,True,cellular,20,,347,3,-1,0,unknown,True
38,technician,married,secondary,True,5115,True,True,cellular,27,,99,1,102,6,success,True
40,management,married,tertiary,True,-17,True,True,cellular,11,,474,1,256,1,success,True
24,technician,married,secondary,True,556,True,True,cellular,18,,460,2,-1,0,unknown,True
78,retired,divorced,primary,True,229,True,True,telephone,22,,97,1,-1,0,unknown,True
25,technician,single,secondary,True,325,True,True,cellular,22,,716,3,-1,0,unknown,True
63,management,married,tertiary,True,5112,True,True,telephone,13,,2184,2,95,3,failure,True
31,management,single,tertiary,True,11821,True,True,cellular,18,,384,11,-1,0,unknown,True
41,technician,single,secondary,True,650,True,True,cellular,20,,2420,3,-1,0,unknown,True
50,retired,married,secondary,True,8648,True,True,cellular,12,,731,3,176,1,failure,True
27,self-employed,single,tertiary,True,168,True,True,cellular,12,,123,1,196,1,success,True
27,blue-collar,single,secondary,True,2486,True,True,unknown,29,,733,1,-1,0,unknown,True
50,technician,divorced,secondary,True,396,True,True,unknown,20,,716,2,-1,0,unknown,True
44,management,married,tertiary,True,1791,True,True,telephone,12,,201,1,182,2,success,True
26,self-employed,single,tertiary,True,168,True,True,cellular,30,,394,1,-1,0,unknown,True
46,technician,married,unknown,True,3308,True,True,cellular,28,,219,2,-1,0,unknown,True
36,services,married,secondary,True,4721,True,True,cellular,9,,150,1,92,5,success,True
35,management,single,tertiary,True,18111,True,True,cellular,14,,172,4,-1,0,unknown,True
68,retired,married,secondary,True,1146,True,True,cellular,3,,153,2,110,3,success,True
50,admin.,divorced,secondary,True,237,True,True,telephone,5,,169,1,-1,0,unknown,True
36,services,married,unknown,True,618,True,True,cellular,13,,360,1,335,2,success,True
34,admin.,divorced,secondary,True,1085,True,True,cellular,11,,101,7,-1,0,unknown,True
30,management,single,tertiary,True,1028,True,True,cellular,4,,1294,2,-1,0,unknown,True
22,admin.,single,secondary,True,114,True,True,cellular,30,,517,1,-1,0,unknown,True
59,admin.,married,secondary,True,0,True,True,cellular,10,,982,1,-1,0,unknown,True
60,blue-collar,married,primary,True,631,True,True,cellular,12,,429,2,-1,0,unknown,True
32,technician,married,secondary,True,660,True,True,cellular,25,,226,2,490,1,failure,True
46,self-employed,married,tertiary,True,2421,True,True,cellular,19,,1084,1,100,4,failure,True
23,student,single,secondary,True,794,True,True,cellular,26,,607,3,171,3,other,True
22,self-employed,single,secondary,True,2138,True,True,cellular,10,,164,1,109,2,other,True
59,services,married,secondary,True,2965,True,True,cellular,13,,1970,3,-1,0,unknown,True
26,management,single,tertiary,True,222,True,True,cellular,28,,247,1,63,2,success,True
35,management,divorced,tertiary,True,6997,True,True,cellular,9,,1121,1,-1,0,unknown,True
53,retired,married,secondary,True,665,True,True,cellular,22,,371,2,-1,0,unknown,True
39,management,married,tertiary,True,285,True,True,cellular,15,,838,3,-1,0,unknown,True
32,technician,married,secondary,True,473,True,True,cellular,10,,1064,1,95,3,success,True
41,management,married,tertiary,True,2226,True,True,cellular,7,,182,2,99,1,failure,True
37,admin.,single,secondary,True,245,True,True,unknown,7,,732,2,-1,0,unknown,True
35,management,married,tertiary,True,1133,True,True,cellular,3,,102,1,-1,0,unknown,True
42,management,married,tertiary,True,294,True,True,cellular,26,,513,1,-1,0,unknown,True
27,admin.,divorced,secondary,True,451,True,True,cellular,16,,652,1,-1,0,unknown,True
57,unknown,married,unknown,True,19268,True,True,unknown,23,,301,1,-1,0,unknown,True
41,blue-collar,married,primary,True,1461,True,True,unknown,6,,554,2,-1,0,unknown,True
37,housemaid,single,secondary,True,465,True,True,cellular,18,,899,3,-1,0,unknown,True
44,unemployed,divorced,tertiary,True,0,True,True,cellular,5,,1960,3,-1,0,unknown,True
32,technician,single,tertiary,True,654,True,True,cellular,25,,615,4,-1,0,unknown,True
34,admin.,married,tertiary,True,79,True,True,cellular,5,,203,1,92,5,success,True
42,services,married,tertiary,True,4216,True,True,cellular,12,,186,2,-1,0,unknown,True
54,admin.,married,secondary,True,66,True,True,cellular,11,,167,1,-1,0,unknown,True
48,self-employed,married,tertiary,True,0,True,True,cellular,29,,1249,3,-1,0,unknown,True
73,retired,married,primary,True,5539,True,True,telephone,6,,338,1,-1,0,unknown,True
33,management,married,tertiary,True,2599,True,True,cellular,30,,1373,2,-1,0,unknown,True
42,management,married,tertiary,True,2187,True,True,cellular,17,,525,3,-1,0,unknown,True
57,admin.,married,secondary,True,2120,True,True,cellular,19,,687,4,-1,0,unknown,True
29,services,single,primary,True,339,True,True,unknown,4,,1576,3,-1,0,unknown,True
47,blue-collar,married,secondary,True,8229,True,True,cellular,8,,784,2,-1,0,unknown,True
51,management,married,tertiary,True,346,True,True,cellular,12,,122,1,92,5,success,True
34,management,married,tertiary,True,158,True,True,cellular,9,,190,1,92,9,success,True
25,technician,single,secondary,True,7103,True,True,cellular,28,,188,3,10,1,failure,True
50,admin.,married,secondary,True,4855,True,True,cellular,5,,720,2,-1,0,unknown,True
47,admin.,single,secondary,True,3696,True,True,cellular,12,,250,2,181,4,success,True
40,technician,married,secondary,True,-357,True,True,cellular,16,,700,4,-1,0,unknown,True
79,retired,married,secondary,True,8304,True,True,telephone,9,,303,9,-1,0,unknown,True
30,student,single,secondary,True,48,True,True,cellular,25,,217,1,191,2,success,True
54,self-employed,single,tertiary,True,384,True,True,cellular,27,,200,1,-1,0,unknown,True
53,blue-collar,married,primary,True,751,True,True,cellular,3,,1528,2,-1,0,unknown,True
33,blue-collar,divorced,secondary,True,3546,True,True,unknown,23,,777,2,-1,0,unknown,True
60,management,married,tertiary,True,73,True,True,telephone,8,,243,2,-1,0,unknown,True
35,self-employed,single,tertiary,True,71,True,True,cellular,15,,651,1,-1,0,unknown,True
46,admin.,married,secondary,True,974,True,True,cellular,5,,174,2,80,1,success,True
52,services,married,primary,True,306,True,True,cellular,13,,650,5,-1,0,unknown,True
50,management,married,tertiary,True,3463,True,True,cellular,28,,96,1,-1,0,unknown,True
47,admin.,married,secondary,True,3676,True,True,cellular,15,,415,2,342,1,other,True
73,retired,married,tertiary,True,459,True,True,cellular,17,,281,1,-1,0,unknown,True
35,admin.,married,tertiary,True,286,True,True,cellular,30,,949,2,-1,0,unknown,True
26,blue-collar,married,secondary,True,-11,True,True,cellular,17,,1150,3,-1,0,unknown,True
46,management,married,tertiary,True,273,True,True,cellular,15,,1962,1,105,3,failure,True
42,management,married,tertiary,True,2665,True,True,cellular,4,,280,2,126,11,failure,True
29,self-employed,single,tertiary,True,3290,True,True,cellular,12,,430,1,50,3,success,True
30,management,single,tertiary,True,8535,True,True,cellular,18,,393,2,-1,0,unknown,True
37,management,married,tertiary,True,1276,True,True,cellular,16,,146,1,94,2,success,True
28,admin.,single,unknown,True,2736,True,True,cellular,8,,705,1,-1,0,unknown,True
32,blue-collar,married,secondary,True,10287,True,True,cellular,27,,281,4,188,1,failure,True
53,management,married,tertiary,True,1624,True,True,cellular,6,,107,1,98,6,success,True
41,self-employed,married,secondary,True,0,True,True,cellular,17,,789,1,-1,0,unknown,True
40,services,married,secondary,True,446,True,True,unknown,16,,1252,1,-1,0,unknown,True
53,technician,married,tertiary,True,395,True,True,cellular,29,,136,1,148,1,failure,True
64,retired,divorced,primary,True,315,True,True,cellular,17,,154,1,-1,0,unknown,True
32,technician,married,secondary,True,484,True,True,cellular,12,,668,2,463,1,success,True
48,technician,married,secondary,True,0,True,True,unknown,30,,682,1,-1,0,unknown,True
35,admin.,single,secondary,True,507,True,True,cellular,22,,560,2,-1,0,unknown,True
43,management,married,tertiary,True,2987,True,True,cellular,4,,156,1,85,3,failure,True
25,services,single,secondary,True,801,True,True,cellular,5,,255,2,-1,0,unknown,True
43,management,married,tertiary,True,0,True,True,cellular,14,,1153,3,-1,0,unknown,True
29,management,single,tertiary,True,572,True,True,telephone,8,,319,1,-1,0,unknown,True
61,management,single,tertiary,True,2,True,True,cellular,12,,131,1,114,3,failure,True
64,retired,married,unknown,True,34,True,True,cellular,26,,244,2,-1,0,unknown,True
27,technician,single,tertiary,True,1075,True,True,cellular,2,,529,2,184,1,success,True
38,technician,single,tertiary,True,508,True,True,cellular,12,,1103,2,-1,0,unknown,True
36,management,married,tertiary,True,926,True,True,cellular,14,,216,1,-1,0,unknown,True
61,self-employed,married,tertiary,True,10861,True,True,cellular,25,,225,1,91,5,success,True
49,blue-collar,divorced,primary,True,24,True,True,cellular,11,,701,1,362,1,success,True
33,blue-collar,single,primary,True,611,True,True,telephone,16,,390,2,-1,0,unknown,True
25,blue-collar,single,secondary,True,1857,True,True,cellular,12,,187,1,91,12,success,True
33,blue-collar,single,secondary,True,329,True,True,cellular,6,,224,1,145,2,other,True
51,management,married,tertiary,True,2635,True,True,cellular,21,,407,3,74,5,failure,True
32,blue-collar,married,secondary,True,225,True,True,cellular,17,,574,1,150,1,failure,True
32,admin.,married,secondary,True,1604,True,True,cellular,7,,625,1,-1,0,unknown,True
72,retired,married,primary,True,4657,True,True,telephone,23,,255,1,91,8,success,True
34,admin.,married,secondary,True,1406,True,True,cellular,20,,63,2,85,1,success,True
38,technician,married,secondary,True,6728,True,True,cellular,25,,232,1,96,4,success,True
35,management,married,tertiary,True,611,True,True,cellular,1,,305,2,121,1,success,True
38,technician,divorced,tertiary,True,1805,True,True,unknown,9,,952,2,-1,0,unknown,True
43,blue-collar,single,primary,True,-399,True,True,cellular,28,,662,3,-1,0,unknown,True
31,technician,single,tertiary,True,208,True,True,cellular,12,,1344,7,-1,0,unknown,True
30,management,married,tertiary,True,10884,True,True,cellular,4,,333,2,-1,0,unknown,True
22,student,single,primary,True,3472,True,True,cellular,20,,332,1,183,3,failure,True
46,admin.,married,secondary,True,556,True,True,unknown,15,,646,3,-1,0,unknown,True
52,management,married,tertiary,True,7192,True,True,cellular,4,,1486,1,-1,0,unknown,True
35,technician,single,tertiary,True,13460,True,True,cellular,15,,1068,3,-1,0,unknown,True
71,retired,married,primary,True,2988,True,True,telephone,17,,130,1,-1,0,unknown,True
30,management,single,tertiary,True,102,True,True,cellular,18,,364,3,-1,0,unknown,True
25,student,single,secondary,True,1868,True,True,cellular,26,,259,1,103,2,other,True
34,management,single,tertiary,True,-578,True,True,cellular,18,,767,2,-1,0,unknown,True
51,admin.,married,secondary,True,241,True,True,cellular,7,,308,2,-1,0,unknown,True
25,services,single,secondary,True,162,True,True,cellular,1,,531,2,-1,0,unknown,True
48,management,married,tertiary,True,5320,True,True,unknown,20,,792,1,-1,0,unknown,True
42,blue-collar,married,secondary,True,366,True,True,cellular,22,,324,1,106,1,failure,True
55,management,married,unknown,True,1504,True,True,cellular,22,,338,2,-1,0,unknown,True
38,admin.,single,secondary,True,262,True,True,cellular,3,,315,2,180,6,failure,True
26,blue-collar,single,secondary,True,191,True,True,cellular,6,,550,1,-1,0,unknown,True
27,admin.,married,tertiary,True,73,True,True,cellular,10,,159,1,-1,0,unknown,True
75,retired,married,primary,True,358,True,True,cellular,17,,364,11,-1,0,unknown,True
32,technician,single,secondary,True,483,True,True,cellular,8,,580,3,-1,0,unknown,True
39,management,single,tertiary,True,5047,True,True,cellular,29,,218,4,-1,0,unknown,True
46,technician,single,secondary,True,5862,True,True,cellular,1,,84,1,-1,0,unknown,True
40,management,married,tertiary,True,0,True,True,cellular,25,,506,2,-1,0,unknown,True
36,blue-collar,divorced,secondary,True,2843,True,True,cellular,14,,186,1,-1,0,unknown,True
54,self-employed,divorced,primary,True,351,True,True,unknown,6,,642,2,-1,0,unknown,True
42,management,married,tertiary,True,372,True,True,cellular,4,,153,3,1,2,success,True
42,management,married,tertiary,True,27696,True,True,cellular,12,,176,2,89,5,success,True
37,blue-collar,single,secondary,True,133,True,True,cellular,11,,1388,2,-1,0,unknown,True
25,student,single,unknown,True,3,True,True,cellular,26,,170,1,-1,0,unknown,True
29,management,single,tertiary,True,15459,True,True,cellular,18,,264,7,-1,0,unknown,True
32,management,single,tertiary,True,2551,True,True,cellular,21,,638,3,-1,0,unknown,True
64,retired,married,secondary,True,571,True,True,cellular,20,,1422,2,-1,0,unknown,True
55,management,married,tertiary,True,7803,True,True,cellular,15,,441,1,-1,0,unknown,True
56,management,married,primary,True,0,True,True,cellular,3,,996,1,-1,0,unknown,True
28,admin.,single,unknown,True,24,True,True,cellular,18,,415,2,-1,0,unknown,True
52,management,divorced,tertiary,True,2104,True,True,cellular,3,,210,2,-1,0,unknown,True
36,technician,divorced,secondary,True,3158,True,True,cellular,3,,144,2,-1,0,unknown,True
25,student,married,tertiary,True,10,True,True,cellular,21,,857,4,-1,0,unknown,True
66,self-employed,married,tertiary,True,147,True,True,telephone,12,,411,1,-1,0,unknown,True
31,management,single,tertiary,True,12857,True,True,telephone,4,,483,4,87,2,success,True
43,technician,divorced,unknown,True,4389,True,True,telephone,2,,632,2,85,1,success,True
59,management,married,tertiary,True,474,True,True,cellular,21,,252,1,-1,0,unknown,True
35,management,married,unknown,True,2326,True,True,cellular,16,,319,1,-1,0,unknown,True
48,admin.,married,primary,True,3644,True,True,telephone,31,,1039,9,-1,0,unknown,True
38,admin.,married,tertiary,True,1988,True,True,cellular,27,,164,2,130,2,failure,True
27,admin.,married,secondary,True,1595,True,True,cellular,29,,196,2,197,2,success,True
25,student,single,secondary,True,331,True,True,telephone,26,,170,4,-1,0,unknown,True
56,management,married,unknown,True,4623,True,True,cellular,25,,305,1,192,1,success,True
54,management,divorced,tertiary,True,12018,True,True,cellular,21,,267,2,-1,0,unknown,True
36,unemployed,married,tertiary,True,154,True,True,cellular,26,,556,7,-1,0,unknown,True
31,admin.,single,secondary,True,190,True,True,cellular,30,,514,1,-1,0,unknown,True
62,entrepreneur,married,secondary,True,3904,True,True,telephone,29,,403,2,-1,0,unknown,True
31,technician,single,tertiary,True,882,True,True,cellular,4,,293,1,93,1,success,True
66,retired,divorced,unknown,True,53,True,True,cellular,12,,562,4,-1,0,unknown,True
32,management,single,tertiary,True,6542,True,True,cellular,15,,1598,4,175,5,failure,True
40,services,divorced,secondary,True,687,True,True,cellular,2,,531,1,208,1,success,True
43,blue-collar,married,primary,True,3064,True,True,cellular,20,,2453,2,-1,0,unknown,True
51,housemaid,divorced,secondary,True,9228,True,True,cellular,18,,655,4,-1,0,unknown,True
34,blue-collar,married,secondary,True,800,True,True,cellular,5,,144,1,-1,0,unknown,True
47,management,married,tertiary,True,3505,True,True,cellular,17,,434,2,-1,0,unknown,True
36,management,single,tertiary,True,5958,True,True,cellular,22,,155,1,184,1,success,True
27,technician,single,tertiary,True,667,True,True,cellular,29,,866,2,-1,0,unknown,True
52,services,divorced,secondary,True,36,True,True,cellular,11,,930,1,-1,0,unknown,True
44,housemaid,single,primary,True,1059,True,True,unknown,18,,2093,1,-1,0,unknown,True
26,technician,married,secondary,True,915,True,True,cellular,2,,384,1,-1,0,unknown,True
32,technician,married,secondary,True,1547,True,True,cellular,26,,289,1,805,4,other,True
34,management,married,tertiary,True,3050,True,True,cellular,13,,469,1,-1,0,unknown,True
35,technician,married,tertiary,True,7050,True,True,cellular,11,,222,3,182,4,success,True
32,management,single,tertiary,True,2,True,True,cellular,11,,100,2,-1,0,unknown,True
43,self-employed,married,secondary,True,14144,True,True,cellular,21,,504,1,-1,0,unknown,True
50,unemployed,married,primary,True,705,True,True,unknown,5,,504,1,-1,0,unknown,True
40,blue-collar,married,primary,True,1758,True,True,unknown,16,,1230,3,-1,0,unknown,True
29,self-employed,single,tertiary,True,476,True,True,cellular,18,,427,1,-1,0,unknown,True
32,technician,married,secondary,True,348,True,True,cellular,17,,926,1,-1,0,unknown,True
50,management,married,tertiary,True,5969,True,True,cellular,25,,455,1,544,2,failure,True
65,unemployed,married,secondary,True,3195,True,True,telephone,2,,904,1,-1,0,unknown,True
59,self-employed,married,tertiary,True,2013,True,True,cellular,17,,409,2,-1,0,unknown,True
44,entrepreneur,married,tertiary,True,121,True,True,cellular,10,,412,1,-1,0,unknown,True
33,admin.,married,secondary,True,82,True,True,cellular,25,,735,1,-1,0,unknown,True
33,management,single,tertiary,True,935,True,True,cellular,9,,385,2,92,8,success,True
57,unemployed,married,secondary,True,3754,True,True,cellular,5,,1063,2,-1,0,unknown,True
38,management,single,tertiary,True,104,True,True,cellular,6,,606,3,-1,0,unknown,True
49,management,married,tertiary,True,4751,True,True,cellular,12,,884,4,-1,0,unknown,True
45,blue-collar,married,unknown,True,1529,True,True,cellular,13,,181,1,197,1,success,True
25,technician,single,secondary,True,102,True,True,cellular,8,,574,2,-1,0,unknown,True
22,housemaid,single,secondary,True,1796,True,True,cellular,28,,369,3,-1,0,unknown,True
32,management,single,tertiary,True,935,True,True,cellular,10,,161,2,375,5,failure,True
36,services,single,secondary,True,365,True,True,cellular,4,,643,1,-1,0,unknown,True
32,management,divorced,tertiary,True,222,True,True,cellular,15,,820,4,-1,0,unknown,True
45,blue-collar,single,secondary,True,0,True,True,cellular,5,,374,2,472,1,success,True
35,housemaid,single,secondary,True,1015,True,True,unknown,5,,406,2,-1,0,unknown,True
23,student,single,secondary,True,107,True,True,cellular,14,,84,1,183,1,success,True
50,blue-collar,married,primary,True,82,True,True,telephone,5,,456,1,-1,0,unknown,True
31,management,married,tertiary,True,877,True,True,cellular,9,,192,1,93,7,other,True
